1100110000,10
0001110010,11
0010101001,11
0001110110,01
1110001111,01
1100100001,10
1010000111,01
1100000011,11
1000110011,01
0001010001,01
0101100010,10
1111101010,10
1011011111,01
1101100010,10
0001001010,01
0010001011,01
0010101111,01
1001011110,01
0111001011,11
0001111011,01
0111000011,10
1001110000,10
0000011111,01
0111110111,11
0011111001,11
0011101100,10
1101101000,10
1001010101,01
0001100100,10
0000100101,01
1110011011,01
0111100100,10
1001101001,10
0100100000,10
1011100000,10
0111101101,10
1100110101,11
0100011100,01
0100010100,01
0001110101,01
0011101000,10
1111111011,10
1000111000,11
0100111011,01
1100100100,10
1000100011,11
0101110110,11
0100011011,01
1011101000,10
0011110100,10
0011100110,10
1000101010,11
0111111010,10
1001011000,11
1000100001,10
0101001101,01
1101010111,01
0010100110,11
1110110101,10
1111011110,11
1010011110,01
1111101011,10
0100110001,11
0101111101,01
1111001001,10
1000001001,01
1000010110,01
0000011100,01
0011001111,01
1111111000,10
0010000010,11
1000110111,01
0100111110,01
0100100101,11
0011010101,01
1000110001,11
0110010101,01
1100011011,01
1001111000,10
0011101111,01
0100011101,01
1101011100,11
1000110110,01
1011100101,10
1011001001,10
0100110011,01
1010010000,10
1001001110,01
1001111011,01
1101010101,11
1010000011,11
1000110010,11
0101100001,10
0111100000,10
1101101001,10
1011010000,10
0011101110,11
1110001011,11
0000110110,01
0110111101,01
1110101001,10
0111011010,11
1110011000,10
0110000000,10
1111000011,10
0001011101,01
1010011101,01
0110101001,10
1001001001,11
1110100010,10
0000001110,01
1100001001,11
0111010001,10
0111111001,10
1110111000,10
1000010111,01
0111001100,10
1010010100,11
0011111010,11
1111011010,10
0010111100,01
1010111101,01
1001101111,01
1011100010,10
0001010010,01
0001100101,11
0000101010,01
0000111101,01
0100010010,01
0111000100,10
0101100101,10
1001111100,11
1010110011,11
1000011000,01
1010010001,11
1110110010,10
0100101111,01
1110101101,10
1110100000,10
1000000011,01
1110011010,11
0101111010,11
1100100110,10
0100101010,11
0000100000,10
1100111010,11
0101111111,01
1100010101,01
1111010111,11
0000010000,01
1101100100,10
0100001010,01
0101100100,10
0000111011,01
0000010010,01
0010100100,10
1011011100,11
1100110001,10
0010000100,11
1101010100,10
0111010111,01
1110110011,10
1111100110,10
0101011101,01
1101110111,11
1100101110,11
0100011110,01
0010100000,10
0010001100,01
1111110000,10
0001100111,01
0111011111,01
1010110110,11
0110101011,11
0001001001,01
1101011110,01
0111100011,10
1100010110,01
0010111010,01
1100000000,10
0101011111,01
0101010011,01
1001111010,11
1000000111,01
1100100000,10
1000001100,01
0000111001,01
0110111000,10
1011011011,01
0101111100,11
1000100111,01
1101011101,01
1101010011,11
0011000101,11
1000000101,01
0100110000,10
1001101101,11
0110110001,10
1101101011,10
1101101110,10
1111011100,10
1001101110,11
1100011001,01
0110111001,11
0101101011,11
1101100001,10
0010100010,10
0001001100,01
1111010101,10
1100001000,10
0101000111,01
1011110110,10
1100100111,11
1010011010,01
